4.991412980757224949e-01,6.914315078556687588e-01,8.173755739839545509e-01
9.360467380939997417e-01,4.010553453412352143e-01,7.210576660711515151e-01
8.412227503532654360e-01,5.876941394898578253e-01,9.969229233091527753e-01
5.399601651497532018e-01,4.869733932314254110e-01,8.885896433782769499e-01
9.716866069603415923e-01,3.606627391090062584e-01,6.826535101370951875e-01
8.325442903278050810e-01,1.913223667963581676e-01,9.106425556957684631e-01
2.505638440775200815e-01,7.044150048187891588e-01,1.638317054576654552e-02
7.361079918363061525e-01,4.297652504116744598e-01,4.047696756905457827e-01
7.405639106097782198e-01,2.429659369748127240e-01,6.806173579379969363e-01
7.397284479036643212e-01,3.608296566930082605e-01,8.880658666227363440e-01
3.469577700155020983e-01,4.159124408560466168e-02,7.521869654607639122e-01
9.896765495438015758e-01,8.375196415112317050e-01,1.520420080416046149e-01
6.672292769978710458e-01,9.741796743071096110e-01,7.142817173317551616e-01
9.719635949223383031e-01,5.045099787685991544e-02,2.452426771984328457e-01
1.332502116145461990e-01,1.646334117637776595e-01,7.512473643186721173e-01
7.011521135066088872e-01,6.165315568315041794e-01,8.158847326468093852e-01
6.334461483604579835e-01,4.211117024371102691e-01,5.575802057989300842e-01
9.743689395347108206e-01,9.545446247064661716e-01,5.744358045526055667e-01
1.675252051431496136e-01,8.132945907217811188e-01,2.485705239161030145e-01
8.483754473005489238e-01,4.520348099380460116e-01,5.479696516278043106e-02
8.278773918039470381e-01,3.258378106443234890e-01,2.370580369050316882e-01
5.522284742808635238e-01,5.148916478569511845e-01,5.068332809758102631e-01
7.027099020140165075e-01,2.628049444198030660e-01,1.190907434031676093e-01
2.726232394621734834e-01,6.796007232790254315e-01,4.215275323130449614e-01
6.357046559394607943e-02,7.470549783574843561e-01,9.056068217333463899e-01
7.338462278864209543e-01,1.913917755060012826e-02,2.464940388079736033e-01
3.337024314230147004e-01,9.696988446183285593e-02,5.826746516408477516e-01
2.296778681306214098e-01,4.636649567638865266e-01,4.003552512515861084e-01
1.526056393724617433e-02,8.309497387783395528e-01,8.917034848999448871e-01
4.000958005303122400e-01,5.077827540658108596e-02,6.376024743379605786e-01
2.291923914037711230e-01,6.039746911542380747e-01,8.082280864493704975e-01
8.337517064056007010e-01,4.952883219757457933e-01,6.751136851920217508e-01
9.194230007802778326e-01,2.160893651282533856e-01,8.535603842189429802e-01
3.372153994619560002e-01,2.514798809149256797e-01,6.038780583140892499e-01
6.685995107257582948e-01,3.385606084823511441e-02,1.187626066107887457e-01
7.447110947361296196e-01,3.119813952656843581e-01,5.074062389169691212e-01
2.318477923452746392e-01,1.026804899228640489e-01,6.402981941448193659e-01
4.733506711189297000e-01,3.509216533191661380e-02,3.743259144337430788e-01
8.424889472558255710e-01,2.307938407713625573e-01,9.449453862928869352e-01
1.351679899736146773e-02,8.573643371959560611e-02,9.660217384341507341e-01
9.069161862535962682e-01,4.714962161289998344e-01,2.037339262077095814e-01
9.627321939539629225e-01,1.506090491409003418e-01,5.531753738215228200e-01
7.201575868740794917e-01,8.985490446012289745e-02,3.762892644935639241e-01
8.435933016652057415e-01,9.777738581204222790e-01,8.529292701592469106e-01
5.868194977770003762e-01,2.553673928941118110e-01,7.890689533366641584e-01
2.349539278105018392e-01,1.777632174287290256e-01,6.837657282827785954e-01
4.068760416713304018e-01,5.001231470502092158e-01,5.218191807848351349e-01
4.731798361493037008e-01,5.880591838413384842e-01,5.644601338481478603e-01
7.121016255416462437e-01,8.006708030118692143e-02,2.392693232442097973e-01
1.934913949275591794e-01,6.918011578504783543e-01,3.516765868513874738e-01
3.619626125801317373e-01,9.453188982994337186e-01,1.737707255818820018e-01
1.681360701311873651e-02,3.805880658164153552e-01,9.965766446977897264e-02
5.960506540371880435e-01,9.999591777259929648e-01,9.673368159631487995e-01
7.152862090139148199e-01,8.527809136137450841e-01,4.445317213313707549e-01
3.500219072005406051e-01,6.751988749336282902e-01,4.575672324718971229e-01
1.436375433312686578e-01,3.080302579394689211e-02,5.157650964056773590e-01
6.992823843773621206e-02,7.355054702087536755e-01,6.432410061225531939e-01
5.075323475000982354e-01,4.173238567403658728e-01,4.905365711149741736e-01
2.230916303112666643e-01,5.630002062145486041e-01,8.093018526367045107e-01
9.870181282014681701e-01,4.082436451641654473e-01,7.342310690000921625e-01
2.992384385535050706e-01,5.726358752174296463e-01,5.482557676752413123e-01
7.656830616333099027e-01,3.946115597570326594e-01,4.954208645568912717e-01
9.681376504520881054e-01,3.590624328579855584e-01,9.129000475488745492e-01
5.537411598587370642e-01,2.503155383182946725e-01,3.845527462697631016e-01
6.024715585099471582e-02,7.888085174550297785e-01,9.115027164491937839e-01
6.065108608719929073e-01,3.991412327260329684e-01,9.631474118902771941e-02
4.756719960036389638e-01,5.334787285784328148e-01,9.700762751174760723e-01
9.732781506457754972e-02,4.411150825303132850e-01,2.609423258896766962e-01
4.524978124860568052e-01,8.806224771526657280e-01,7.731783425894828143e-01
